"UserID","Group","HasRAF","RAFBonusYes","RAFBonusCount","RAFBonusCash","HasMutualFriend","RiskScore"
45,1,0,FALSE,0,0,0,11.2604384649353
46,1,0,FALSE,0,0,0,19.6350668942686
47,1,0,FALSE,0,0,0,24.4876174539668
48,1,0,FALSE,0,0,0,6.66716976166265
49,1,0,FALSE,0,0,0,17.886965011812
50,1,0,FALSE,0,0,0,11.3132141404679
51,1,0,FALSE,0,0,0,13.5860476030032
52,1,0,FALSE,0,0,1,15.7336532083631
53,1,0,FALSE,0,0,0,4.783665560673
54,1,0,FALSE,0,0,0,20.2377874907699
55,1,0,FALSE,0,0,0,8.10706122394872
56,1,0,FALSE,0,0,0,10.9028476236337
57,1,0,FALSE,0,0,0,2.10662397776466
58,1,0,FALSE,0,0,0,26.3506831214085
59,1,0,TRUE,7,94.07,1,8.50715771337527
60,1,0,FALSE,0,0,0,9.71281987478707
61,1,0,FALSE,0,0,0,3.74741178149364
62,1,0,FALSE,0,0,0,2.36694177641096
63,1,0,FALSE,0,0,0,4.83096116578787
64,1,0,FALSE,0,0,0,6.33694982661121
65,1,0,FALSE,0,0,1,19.3549816882852
66,1,0,FALSE,0,0,0,2.83636787088028
67,1,0,FALSE,0,0,0,2.30862492212569
68,1,0,FALSE,0,0,1,9.62483798929413
69,1,0,FALSE,0,0,0,4.81324254717524
70,1,0,FALSE,0,0,1,11.4499839813895
71,1,0,TRUE,1,11.36,1,8.39923337922497
72,1,0,FALSE,0,0,0,32.1360796407498
73,1,0,TRUE,1,10.68,1,13.4063167361848
74,1,0,FALSE,0,0,1,27.3753458334779
75,1,0,FALSE,0,0,0,30.3411756743488
76,1,0,FALSE,0,0,0,17.4041296169802
77,1,0,FALSE,0,0,0,20.4853480920414
78,1,0,FALSE,0,0,0,9.02173707593362
79,1,0,FALSE,0,0,1,65.7586847588903
80,1,0,FALSE,0,0,1,8.75338199505745
81,1,0,FALSE,0,0,0,19.1722206015482
82,1,0,FALSE,0,0,0,2.63857325440462
83,1,0,FALSE,0,0,0,14.6957237472311
84,1,0,FALSE,0,0,0,17.1710902577805
85,1,0,FALSE,0,0,0,24.2300165855388
86,1,0,FALSE,0,0,0,40.4391292813215
87,1,0,FALSE,0,0,0,22.2197964743954
88,1,0,FALSE,0,0,1,7.7263723355069
89,1,0,FALSE,0,0,0,11.2282488556383
90,1,0,FALSE,0,0,0,34.2422395530309
91,1,0,FALSE,0,0,1,24.8452068048483
92,1,0,FALSE,0,0,1,29.3026469533313
93,1,0,FALSE,0,0,0,15.324431556523
94,1,0,FALSE,0,0,0,16.9353767069965
95,1,0,FALSE,0,0,0,8.94165851724696
96,1,0,FALSE,0,0,0,18.5025965336105
97,1,0,FALSE,0,0,0,4.80874526993315
98,1,0,FALSE,0,0,0,9.85864138137093
99,1,0,FALSE,0,0,0,34.55132142772
100,1,0,FALSE,0,0,0,2.9773690521991
101,1,0,FALSE,0,0,0,40.9976400434089
102,1,0,FALSE,0,0,0,8.75170094276684
103,1,0,FALSE,0,0,0,17.3212620429976
104,1,0,FALSE,0,0,0,13.4580395380997
105,1,0,FALSE,0,0,1,13.7776892374316
106,1,0,FALSE,0,0,0,19.6336602036498
107,1,0,TRUE,4,46.55,1,13.3450911923981
108,1,0,FALSE,0,0,0,4.6395152280848
109,1,0,FALSE,0,0,0,20.0517614687309
110,1,0,FALSE,0,0,0,5.23660516196476
111,1,0,FALSE,0,0,0,33.0757687297343
112,1,0,FALSE,0,0,0,14.2428432957541
113,1,0,FALSE,0,0,0,33.536368117732
114,1,0,FALSE,0,0,1,3.71262873956764
115,1,0,FALSE,0,0,0,1.60205232576577
116,1,0,FALSE,0,0,0,5.92149897229249
117,1,0,FALSE,0,0,1,7.46931916554605
118,1,0,FALSE,0,0,0,5.71567260529567
119,1,0,FALSE,0,0,0,16.0367939561969
120,1,0,FALSE,0,0,0,3.89270914007572
121,1,0,FALSE,0,0,0,3.78128821992737
122,1,0,FALSE,0,0,0,5.13853175241799
123,1,0,FALSE,0,0,0,6.1678567664425
124,1,0,FALSE,0,0,0,83.1899267649926
125,1,0,FALSE,0,0,0,12.0634850923404
126,1,0,FALSE,0,0,0,53.6423182192988
127,1,0,FALSE,0,0,0,16.1058110687742
128,1,0,TRUE,1,11.38,1,26.3139344031398
129,1,0,FALSE,0,0,0,11.3582121998241
130,1,1,FALSE,0,0,1,11.420680736705
131,1,0,FALSE,0,0,1,0.9
132,1,0,FALSE,0,0,1,39.0643049380476
133,1,0,FALSE,0,0,0,17.538688857601
134,1,0,FALSE,0,0,0,10.8641750766874
135,1,0,FALSE,0,0,0,6.37176631859933
136,1,0,FALSE,0,0,1,3.44850840413882
137,1,0,FALSE,0,0,0,6.86425260787615
138,1,0,FALSE,0,0,0,31.7026052970277
139,1,0,FALSE,0,0,0,11.4986150205329
140,1,0,FALSE,0,0,1,1.29640851594347
141,1,0,FALSE,0,0,0,8.63787534749603
142,1,0,FALSE,0,0,0,9.48826848165842
143,1,1,FALSE,0,0,1,10.3349411121074
144,1,0,FALSE,0,0,0,4.86120927367382
145,1,0,FALSE,0,0,0,27.4160694186389
146,1,0,FALSE,0,0,1,35.9198858646553
147,1,0,FALSE,0,0,1,32.2582571195727
148,1,0,FALSE,0,0,1,5.42548833881462
149,1,0,FALSE,0,0,1,8.26165504621748
150,1,0,FALSE,0,0,0,7.76106751247359
151,1,0,FALSE,0,0,0,8.20421704106078
152,1,0,FALSE,0,0,0,17.4255625530409
153,1,0,TRUE,5,64.13,1,40.5000309423382
154,1,0,FALSE,0,0,0,15.506858117604
155,1,0,FALSE,0,0,0,35.3763425500327
156,1,0,FALSE,0,0,0,27.8773657318058
157,1,0,FALSE,0,0,0,17.8297000580153
158,1,0,FALSE,0,0,0,7.96468085338727
159,1,0,FALSE,0,0,0,25.730085692051
160,1,0,FALSE,0,0,0,8.78237126791092
161,1,0,FALSE,0,0,1,13.5247195580109
162,1,0,FALSE,0,0,0,6.28129120812845
163,1,0,FALSE,0,0,1,9.80749655027917
164,1,0,FALSE,0,0,1,8.3206485006721
165,1,0,FALSE,0,0,0,3.46723556159022
166,1,0,FALSE,0,0,0,7.84180307550268
167,1,0,FALSE,0,0,1,17.3016629012137
168,1,0,FALSE,0,0,0,3.73750202612055
169,1,0,FALSE,0,0,1,16.1030664035833
170,1,0,FALSE,0,0,0,5.6068996244222
171,1,0,FALSE,0,0,0,56.7901331276981
172,1,0,FALSE,0,0,0,19.4259750675455
173,1,0,FALSE,0,0,0,1.46895257029877
174,1,0,FALSE,0,0,0,3.36785064928744
175,1,0,FALSE,0,0,0,16.7556366209075
176,1,0,FALSE,0,0,1,8.40259490364342
177,1,0,FALSE,0,0,1,34.8859241673431
178,1,0,FALSE,0,0,0,10.2400489356602
179,1,0,FALSE,0,0,0,13.56984057422
180,1,0,FALSE,0,0,1,11.3707127097867
181,1,0,FALSE,0,0,0,34.2538312996363
182,1,0,FALSE,0,0,0,6.01504011939978
183,1,0,FALSE,0,0,0,2.95887092445518
184,1,0,FALSE,0,0,0,18.1607870491475
185,1,0,FALSE,0,0,1,7.555925571359
186,1,0,FALSE,0,0,0,9.5662584080585
187,1,0,FALSE,0,0,0,30.3053656828678
188,1,0,FALSE,0,0,1,16.6987177460746
189,1,0,FALSE,0,0,1,23.3014800112218
190,1,0,FALSE,0,0,1,4.73820813863503
191,1,0,FALSE,0,0,1,23.4726338955777
192,1,0,FALSE,0,0,1,7.43668018500485
193,1,0,FALSE,0,0,0,13.1552184324487
194,1,0,FALSE,0,0,0,1.40535674898271
195,1,0,FALSE,0,0,0,15.7694601290364
196,1,0,FALSE,0,0,0,15.0939533855764
197,1,0,FALSE,0,0,0,35.0896318964242
198,1,0,FALSE,0,0,0,45.3830956661289
199,1,0,FALSE,0,0,0,2.93876229509788
200,1,0,FALSE,0,0,1,49.0846566716547
201,1,0,FALSE,0,0,0,28.9989509698343
202,1,0,FALSE,0,0,0,37.3206925384303
203,1,0,FALSE,0,0,0,8.51664680666039
204,1,0,FALSE,0,0,0,10.7809093668123
205,1,0,FALSE,0,0,0,11.3262770043178
206,1,0,FALSE,0,0,0,25.4955287755293
207,1,0,FALSE,0,0,0,16.9479362494582
208,1,0,FALSE,0,0,0,22.9268223896966
209,1,0,FALSE,0,0,0,0.9
210,1,0,FALSE,0,0,0,8.30415991698408
211,1,0,FALSE,0,0,1,12.829227808662
212,1,0,FALSE,0,0,0,6.36122987323943
213,1,0,FALSE,0,0,0,29.1580887967272
214,1,0,FALSE,0,0,0,15.9948405007347
215,1,0,FALSE,0,0,0,1.07928418315819
216,1,0,FALSE,0,0,0,16.7700005880907
217,1,0,FALSE,0,0,0,5.46242627673077
218,1,0,FALSE,0,0,0,2.2716015571171
219,1,0,FALSE,0,0,0,8.34654903284196
220,1,0,FALSE,0,0,1,3.87718681215977
221,1,1,FALSE,0,0,1,12.2671435050805
222,1,0,FALSE,0,0,1,22.7646477602812
223,1,0,FALSE,0,0,0,4.54487548312107
224,1,0,FALSE,0,0,0,18.5453530678671
225,1,0,FALSE,0,0,0,19.4262948898555
226,1,0,FALSE,0,0,0,19.6892198923742
227,1,0,FALSE,0,0,0,4.91877945607852
228,1,0,FALSE,0,0,0,9.58080562276676
229,1,0,FALSE,0,0,0,6.40806290203548
230,1,0,FALSE,0,0,0,57.9052879925661
231,1,0,FALSE,0,0,0,19.887550823671
232,1,0,FALSE,0,0,0,33.0138947588223
233,1,0,FALSE,0,0,0,15.7130383039477
234,1,0,FALSE,0,0,0,19.0352076599946
235,1,0,FALSE,0,0,0,61.4503521867468
236,1,0,FALSE,0,0,1,21.3450041903887
237,1,0,FALSE,0,0,1,20.1401274369851
238,1,0,FALSE,0,0,1,15.9063161790915
239,1,0,FALSE,0,0,1,5.56103566243957
240,1,0,FALSE,0,0,1,2.72649389518524
241,1,1,TRUE,3,214.16,1,9.0415808188808
242,1,0,FALSE,0,0,0,3.95847479744289
243,1,0,FALSE,0,0,0,10.1977802665109
244,1,1,FALSE,0,0,1,36.0168319195897
245,1,0,FALSE,0,0,0,7.10123985732622
246,1,0,FALSE,0,0,0,32.875827422511
247,1,0,FALSE,0,0,0,11.118500564556
248,1,0,FALSE,0,0,1,27.961946171574
249,1,0,FALSE,0,0,1,6.44927190313102
250,1,0,FALSE,0,0,1,24.1069370562795
251,1,0,FALSE,0,0,0,10.6108319026042
252,1,0,FALSE,0,0,0,13.7648147887555
253,1,0,TRUE,1,10.44,1,5.1430824474509
254,1,0,TRUE,1,14.76,1,12.1701866758809
255,1,0,FALSE,0,0,1,16.8049574303907
256,1,0,FALSE,0,0,1,10.5721693394052
257,1,0,FALSE,0,0,0,11.3404860117544
258,1,0,TRUE,10,663.12,1,30.6053085465148
259,1,0,TRUE,4,48.43,1,1.4374371426007
260,1,0,FALSE,0,0,1,4.42018614846988
261,1,0,FALSE,0,0,0,6.78852087998003
262,1,0,FALSE,0,0,0,6.21293111604043
263,1,0,FALSE,0,0,0,25.5339772903945
264,1,0,FALSE,0,0,1,6.18893190935112
265,1,0,FALSE,0,0,0,7.01212617757615
266,1,0,FALSE,0,0,0,18.4359382882982
267,1,0,FALSE,0,0,0,11.5750491309397
268,1,0,FALSE,0,0,1,4.93371490234851
269,1,0,TRUE,2,25.01,1,9.95508136658033
270,1,0,FALSE,0,0,1,13.6633688990239
271,1,0,FALSE,0,0,0,38.84586506449
272,1,0,FALSE,0,0,0,30.1939593290195
273,1,0,FALSE,0,0,0,18.452502930626
274,1,0,TRUE,1,10.24,1,2.4870845706397
275,1,0,FALSE,0,0,1,4.26308686045761
276,1,0,FALSE,0,0,1,10.9204724690087
277,1,0,FALSE,0,0,0,10.5674345731143
278,1,0,FALSE,0,0,0,4.96383274455912
279,1,0,FALSE,0,0,1,1.44021679473089
280,1,0,TRUE,2,22.44,1,4.4449358825091
281,1,0,FALSE,0,0,0,35.4368725680507
282,1,0,FALSE,0,0,0,8.71756272637773
283,1,0,FALSE,0,0,0,8.73113181365178
284,1,0,FALSE,0,0,1,18.910612846956
285,1,0,FALSE,0,0,0,23.2796694694711
286,1,0,FALSE,0,0,1,9.47352444053879
287,1,0,FALSE,0,0,0,22.3687854257003
288,1,0,FALSE,0,0,0,6.2850650956139
289,1,0,FALSE,0,0,1,5.76253089915461
290,1,0,FALSE,0,0,1,6.34755650736638
291,1,0,FALSE,0,0,0,16.561365763976
292,1,0,FALSE,0,0,0,6.87805777873006
293,1,0,FALSE,0,0,1,12.83124086153
294,1,0,FALSE,0,0,0,5.68549217752399
295,1,0,FALSE,0,0,0,20.2570507602111
296,1,0,FALSE,0,0,0,22.795304948787
297,1,0,FALSE,0,0,0,9.09911451255637
298,1,0,FALSE,0,0,1,48.971521912846
299,1,0,FALSE,0,0,1,7.01750534876887
300,1,0,FALSE,0,0,0,15.2270690153036
301,1,0,FALSE,0,0,0,3.48328788129441
302,1,0,FALSE,0,0,0,6.82098596652062
303,1,0,FALSE,0,0,0,1.0743367315369
304,1,0,FALSE,0,0,0,4.21306815625204
305,1,0,FALSE,0,0,0,16.9300285940963
306,1,0,FALSE,0,0,0,13.0297803934169
307,1,0,FALSE,0,0,0,2.67438619700295
308,1,0,FALSE,0,0,0,16.367247884562
309,1,0,FALSE,0,0,0,21.4045694115682
310,1,0,FALSE,0,0,0,25.3224706222029
311,1,0,FALSE,0,0,0,10.1142842708971
312,1,0,FALSE,0,0,0,9.33586764564267
313,1,0,FALSE,0,0,0,23.684727918088
314,1,0,FALSE,0,0,0,9.54937610394779
315,1,0,FALSE,0,0,0,14.23790488345
316,1,0,FALSE,0,0,0,11.7913978361944
317,1,0,FALSE,0,0,0,4.65471194992811
318,1,0,FALSE,0,0,0,71.3599088818245
319,1,0,FALSE,0,0,0,20.766132502224
320,1,0,FALSE,0,0,0,4.34475931749264
321,1,0,FALSE,0,0,0,18.0932434238367
322,1,0,FALSE,0,0,0,13.1896695797512
323,1,0,FALSE,0,0,0,32.8979400115722
324,1,0,FALSE,0,0,0,6.75920200712845
325,1,0,FALSE,0,0,0,6.73636602543874
326,1,0,FALSE,0,0,1,2.20493426929068
327,1,0,FALSE,0,0,1,3.818577620425
328,1,0,FALSE,0,0,1,25.5308138867928
329,1,0,FALSE,0,0,0,8.06223098770252
330,1,0,FALSE,0,0,0,5.14979820238202
331,1,0,FALSE,0,0,0,45.5728815431769
332,1,0,FALSE,0,0,1,6.06767883667712
333,1,0,FALSE,0,0,1,3.24046300180705
334,1,0,FALSE,0,0,1,8.39176462101997
335,1,0,FALSE,0,0,1,15.8574226683173
336,1,0,FALSE,0,0,0,21.7308228337889
337,1,0,FALSE,0,0,0,11.1373306598271
338,1,0,FALSE,0,0,0,7.7567600143637
339,1,0,FALSE,0,0,1,13.4252641143648
340,1,0,TRUE,12,387.92,1,5.70117750157387
341,1,0,TRUE,4,70.18,1,12.9407777419404
342,1,0,FALSE,0,0,1,5.97443394268981
343,1,0,FALSE,0,0,0,8.03806139141061
344,1,0,FALSE,0,0,1,9.98720315147738
345,1,0,TRUE,11,186.38,1,5.46411373061821
346,1,0,FALSE,0,0,0,9.64955419478689
347,1,0,FALSE,0,0,1,32.4444565367737
348,1,0,FALSE,0,0,1,3.05193111842224
349,1,0,FALSE,0,0,0,11.6286721085702
350,1,0,FALSE,0,0,1,4.01536881637877
351,1,0,FALSE,0,0,0,7.33050257896126
352,1,0,FALSE,0,0,0,72.0330409076714
353,1,0,FALSE,0,0,0,29.1623609624013
354,1,0,FALSE,0,0,1,2.62239270189163
355,1,0,FALSE,0,0,0,19.9643540647231
356,1,0,FALSE,0,0,0,7.78152207059236
357,1,0,FALSE,0,0,0,28.951045651225
358,1,0,FALSE,0,0,1,6.18210541235046
359,1,0,FALSE,0,0,0,7.914885685499
360,1,0,FALSE,0,0,0,12.8635540165559
361,1,0,FALSE,0,0,1,17.2510393753339
362,1,0,TRUE,1,18.01,1,14.8581236288988
363,1,0,FALSE,0,0,0,6.60349332063462
364,1,0,FALSE,0,0,1,8.12172874350254
365,1,0,FALSE,0,0,0,20.4018759690109
366,1,0,FALSE,0,0,0,9.04158486449931
367,1,0,FALSE,0,0,1,4.64368434077934
368,1,0,FALSE,0,0,0,4.65922636088564
369,1,0,FALSE,0,0,0,13.8970462662469
370,1,0,FALSE,0,0,0,28.8229773629897
371,1,0,FALSE,0,0,0,23.79650830333
372,1,0,TRUE,2,21.87,1,16.3407336569662
373,1,0,FALSE,0,0,0,14.7399634473704
374,1,0,FALSE,0,0,0,24.2680959035807
375,1,0,FALSE,0,0,1,25.8601802899546
376,1,0,FALSE,0,0,0,8.77576811035484
377,1,0,FALSE,0,0,0,1.85468598656392
378,1,0,FALSE,0,0,1,1.70812880907666
379,1,0,FALSE,0,0,0,6.27737970766726
380,1,0,FALSE,0,0,0,62.2056383252001
381,1,0,FALSE,0,0,1,15.6017497826427
382,1,0,FALSE,0,0,1,13.7889193609391
383,1,0,FALSE,0,0,0,6.23900853451877
384,1,0,FALSE,0,0,0,13.8009229132921
385,1,0,FALSE,0,0,0,14.9513633459103
386,1,0,FALSE,0,0,0,30.6707015691613
387,1,0,FALSE,0,0,1,17.8587916403367
388,1,0,FALSE,0,0,0,10.8253252430827
389,1,0,FALSE,0,0,0,9.27889436260013
390,1,0,FALSE,0,0,0,13.8199491307991
391,1,0,FALSE,0,0,0,3.26328647689406
392,1,0,FALSE,0,0,0,10.9572761127465
393,1,0,FALSE,0,0,0,6.07266614306897
394,1,0,FALSE,0,0,0,19.3428223545542
395,1,0,FALSE,0,0,0,19.1609276447824
396,1,0,FALSE,0,0,1,11.791401894335
397,1,0,FALSE,0,0,1,7.50377050090785
398,1,0,FALSE,0,0,0,12.6116208700606
399,1,0,FALSE,0,0,0,54.0616340407215
400,1,0,FALSE,0,0,0,1.93905375505447
401,1,0,FALSE,0,0,0,23.6449405109563
402,1,0,FALSE,0,0,0,9.57242152645834
403,1,0,FALSE,0,0,0,13.481010216045
404,1,0,FALSE,0,0,0,1.12442293660587
405,1,0,FALSE,0,0,0,26.4041630366645
406,1,0,FALSE,0,0,1,29.3049381557264
407,1,0,TRUE,4,49.01,1,8.72567695129592
408,1,0,FALSE,0,0,0,7.3509900468711
409,1,0,FALSE,0,0,0,0.918672073634015
410,1,0,FALSE,0,0,1,5.9555100175135
411,1,0,FALSE,0,0,0,16.641701238318
412,1,0,FALSE,0,0,0,7.12040787264827
413,1,0,FALSE,0,0,0,13.2968417063761
414,1,0,FALSE,0,0,1,2.48743035744312
415,1,0,FALSE,0,0,0,10.5857410529211
416,1,0,FALSE,0,0,1,8.6804087950707
417,1,0,FALSE,0,0,1,26.640589740651
418,1,0,FALSE,0,0,0,6.08092889321291
419,1,0,FALSE,0,0,1,7.25238328665903
420,1,0,FALSE,0,0,0,21.2375800555183
421,1,0,FALSE,0,0,1,14.457797365249
422,1,0,FALSE,0,0,1,8.89251041866414
423,1,0,FALSE,0,0,0,8.75720436233504
424,1,0,FALSE,0,0,0,22.4959488512985
425,1,0,FALSE,0,0,0,23.2962004569306
426,1,0,FALSE,0,0,0,19.8858989900372
427,1,0,FALSE,0,0,0,9.27486196873182
428,1,0,FALSE,0,0,0,2.91356849525133
429,1,0,FALSE,0,0,0,22.4641529696069
430,1,0,FALSE,0,0,0,16.1318040195196
431,1,0,FALSE,0,0,0,2.74629179638535
432,1,0,TRUE,1,13.45,1,16.0191742036451
433,1,0,FALSE,0,0,1,10.0574632249538
434,1,0,FALSE,0,0,0,0.966102483511232
435,1,0,FALSE,0,0,1,14.0472857040729
436,1,0,FALSE,0,0,0,52.4270029514874
437,1,0,FALSE,0,0,0,2.6247812553935
438,1,0,FALSE,0,0,0,7.61044174317285
439,1,0,FALSE,0,0,0,4.60554763628199
440,1,0,TRUE,2,33.31,1,21.1907200443956
441,1,0,FALSE,0,0,0,42.0560904598088
442,1,0,FALSE,0,0,1,6.57152934911582
443,1,0,FALSE,0,0,1,1.60310146481108
444,1,0,FALSE,0,0,1,8.47388095082511
445,1,0,FALSE,0,0,0,13.9426230627246
446,1,0,FALSE,0,0,0,8.70522056839919
447,1,0,FALSE,0,0,0,1.60003129301293
448,1,0,FALSE,0,0,0,17.694510083252
449,1,0,FALSE,0,0,1,38.0140673696475
450,1,0,FALSE,0,0,0,18.4763036798226
451,1,0,FALSE,0,0,0,7.46151356023383
452,1,0,FALSE,0,0,1,20.2950917257674
453,1,0,FALSE,0,0,0,4.83541440597309
454,1,0,FALSE,0,0,0,1.47224463809766
455,1,0,FALSE,0,0,0,3.44131801214288
456,1,0,FALSE,0,0,1,2.89244622776214
457,1,0,FALSE,0,0,1,17.5570201769355
458,1,0,FALSE,0,0,0,1.34586517770814
459,1,0,FALSE,0,0,0,18.579341583433
460,1,0,FALSE,0,0,0,0.9
461,1,0,FALSE,0,0,0,11.999563359547
462,1,0,FALSE,0,0,0,10.4416391545761
463,1,0,FALSE,0,0,0,24.4651535254449
464,1,0,FALSE,0,0,1,16.1027863354468
465,1,1,FALSE,0,0,1,39.8595786009512
466,1,0,FALSE,0,0,0,16.6042270820928
467,1,0,FALSE,0,0,1,3.14743834249794
468,1,0,FALSE,0,0,0,1.69806447918392
469,1,0,FALSE,0,0,0,1.70620238393671
470,1,0,FALSE,0,0,0,15.8837441704516
471,1,0,FALSE,0,0,0,24.3526881791332
472,1,0,FALSE,0,0,0,49.950603018579
473,1,0,FALSE,0,0,0,6.71631664551112
474,1,0,FALSE,0,0,0,10.0129027277092
475,1,0,TRUE,5,77.12,1,3.61750815414391
476,1,0,FALSE,0,0,1,8.92166015040541
477,1,0,FALSE,0,0,0,7.98736668031778
478,1,0,FALSE,0,0,0,8.9996872082083
479,1,0,FALSE,0,0,0,19.1237868618271
480,1,0,FALSE,0,0,0,15.536831586507
481,1,0,FALSE,0,0,0,25.3573206598289
482,1,0,FALSE,0,0,0,6.18538130500155
483,1,0,FALSE,0,0,0,8.49169199635713
484,1,0,FALSE,0,0,0,32.1456012580032
485,1,0,FALSE,0,0,0,7.81508552545333
486,1,0,FALSE,0,0,0,1.75863626382041
487,1,0,FALSE,0,0,0,40.190782599333
488,1,0,FALSE,0,0,0,7.8964520140293
489,1,0,FALSE,0,0,0,3.08286781920019
490,1,0,TRUE,2,21.62,1,18.547251521694
491,1,0,FALSE,0,0,0,4.78971569777533
492,1,0,FALSE,0,0,0,7.14010693170067
493,1,0,FALSE,0,0,0,6.69556760200806
494,1,0,FALSE,0,0,0,21.2084838609183
495,1,0,FALSE,0,0,0,93.8403619488313
496,1,0,FALSE,0,0,1,19.2616020066965
497,1,0,FALSE,0,0,1,32.7279250949518
498,1,0,FALSE,0,0,0,13.3806939241626
499,1,0,FALSE,0,0,0,15.7882433001072
500,1,0,FALSE,0,0,0,0.9
501,1,0,FALSE,0,0,1,5.31533857429706
502,1,0,FALSE,0,0,0,16.2767681631402
503,1,0,FALSE,0,0,0,13.815914336429
504,1,1,FALSE,0,0,0,5.86126417049099
505,1,0,FALSE,0,0,0,8.22987319795648
506,1,0,FALSE,0,0,0,1.67684181614079
507,1,0,FALSE,0,0,0,26.7008527765939
508,1,0,FALSE,0,0,0,7.23403457659623
509,1,0,FALSE,0,0,0,3.92318794658074
510,1,0,FALSE,0,0,0,11.0958915059099
511,1,0,FALSE,0,0,0,70.5244134060173
512,1,0,FALSE,0,0,0,1.36982616062267
513,1,0,FALSE,0,0,0,2.4276622844696
514,1,0,FALSE,0,0,0,93.3002925795198
515,1,0,FALSE,0,0,0,7.56888571076315
516,1,0,FALSE,0,0,0,5.95339264524292
517,1,0,FALSE,0,0,0,1.45843838871064
518,1,0,FALSE,0,0,0,10.6965853951116
519,1,0,FALSE,0,0,0,1.31324451802924
520,1,0,FALSE,0,0,1,15.8479890919698
521,1,0,FALSE,0,0,0,3.28108010535845
522,1,0,FALSE,0,0,1,5.6374295933993
523,1,0,FALSE,0,0,0,7.15668555011366
524,1,0,FALSE,0,0,0,8.34151964527424
525,1,0,TRUE,2,26.06,1,20.4534777772143
526,1,0,FALSE,0,0,0,1.49501709082086
527,1,0,FALSE,0,0,0,45.1692785824269
528,1,0,FALSE,0,0,1,20.047122514166
529,1,0,FALSE,0,0,1,4.2524253709155
530,1,0,FALSE,0,0,1,5.02915441960331
531,1,0,FALSE,0,0,0,10.0557362162551
532,1,0,FALSE,0,0,0,5.27891649223114
533,1,0,FALSE,0,0,1,8.21803268309076
534,1,0,FALSE,0,0,0,6.117436549554
535,1,0,FALSE,0,0,0,123.617578882171
536,1,0,FALSE,0,0,0,2.13461942642732
537,1,0,FALSE,0,0,0,5.01020863442988
538,1,0,FALSE,0,0,0,22.8170317781963
539,1,0,FALSE,0,0,0,12.3724191621373
540,1,0,FALSE,0,0,0,1.42203025210229
541,1,0,FALSE,0,0,1,20.632736111207
542,1,0,FALSE,0,0,1,10.3537758735786
543,1,0,FALSE,0,0,1,2.32335600552564
544,1,0,FALSE,0,0,0,0.930232558139535
545,1,0,FALSE,0,0,0,16.8104458929259
546,1,0,FALSE,0,0,0,16.1702277623057
547,1,0,FALSE,0,0,0,6.54642790406489
548,1,0,FALSE,0,0,0,12.8529406691181
549,1,0,FALSE,0,0,0,11.305295319986
550,1,0,TRUE,8,218.23,1,1.30787938729962
551,1,0,FALSE,0,0,0,38.5769765886054
552,1,0,FALSE,0,0,0,0.9
553,1,0,FALSE,0,0,0,3.87475885740807
554,1,0,FALSE,0,0,1,18.9654085010567
555,1,0,TRUE,1,10.38,1,36.5586036878127
556,1,0,FALSE,0,0,0,19.397911064306
