"UserID","CountryID","Gender","BirthYear","DateReg","TimeReg","Date1Dep","Date1Bet","Date1Spo","StakeF","StakeL","StakeA","WinF","WinL","WinA","BetsF","BetsL","BetsA","DaysF","DaysL","DaysA"
1324466,40,1,1985,2005-02-01,"08:05",2005-06-16,2005-06-16,2006-02-22,67.21,0,67.21,48.5,0,48.5,10,0,10,9,0,9
1324470,276,1,1986,2005-02-01,"08:08",2005-02-05,2005-02-05,2005-02-05,45.41,26.8,72.21,18.35,29.21,47.56,13,10,23,9,4,9
1324471,276,1,1978,2005-02-01,"08:08",2005-02-01,2005-02-01,2005-02-01,429.5,0,429.5,368.77,0,368.77,70,0,70,51,0,51
1324473,250,1,1962,2005-02-01,"08:09",2005-02-01,2005-02-01,2005-02-01,93.75,0,93.75,63.75,0,63.75,23,0,23,6,0,6
1324474,276,1,1972,2005-02-01,"08:10",2005-06-02,2005-06-03,2005-06-03,25,162.4,187.4,22.5,64.9,87.4,3,38,41,3,10,11
1324475,40,1,1962,2005-02-01,"08:14",2005-06-09,2005-06-09,2005-06-09,61.24,5.5,66.74,69.63,4.84,74.47,92,9,101,42,6,47
1324476,276,1,1986,2005-02-01,"08:15",2005-03-04,2005-03-04,2005-03-04,368.2,1261.81,1630.01,250.85,1199.16,1450.01,119,244,363,75,75,127
1324477,276,1,1951,2005-02-01,"08:15",2005-02-04,2005-02-04,2005-02-04,2195.81,0,2195.81,2053.51,0,2053.51,380,0,380,86,0,86
1324479,276,1,1981,2005-02-01,"08:16",2005-02-03,2005-02-08,2005-02-08,324.53,2,326.53,278.53,0,278.53,172,2,174,36,1,36
1324482,276,1,1981,2005-02-01,"08:19",2005-02-04,2005-02-04,2005-02-04,342.48,0,342.48,357.81,0,357.81,468,0,468,75,0,75
1324483,276,1,1970,2005-02-01,"08:19",2005-02-01,2005-02-01,2005-02-01,91,0,91,46.75,0,46.75,17,0,17,11,0,11
1324484,276,1,1976,2005-02-01,"08:21",2005-02-03,2005-02-03,2005-02-03,846.89,1256.16,2103.05,1058.94,1241.51,2300.45,109,58,167,75,33,94
1324489,276,1,1968,2005-02-01,"08:29",2005-02-01,2005-02-01,2005-02-01,20,0,20,0,0,0,1,0,1,1,0,1
1324490,276,1,1963,2005-02-01,"08:29",2005-02-03,2005-02-03,2005-02-03,440,5,445,470.57,0,470.57,77,1,78,31,1,32
1324491,276,0,1972,2005-02-01,"08:30",2005-02-03,2005-02-03,2005-02-03,166.05,0,166.05,331.05,0,331.05,42,0,42,31,0,31
1324492,250,0,1978,2005-02-01,"08:32",2005-02-01,2005-02-01,2005-02-01,131.44,0,131.44,138.43,0,138.43,28,0,28,12,0,12
1324493,276,1,1982,2005-02-01,"08:34",2005-02-03,2005-02-04,2005-02-04,164.49,0.5,164.99,129.31,0.68,129.99,131,1,132,42,1,42
1324494,276,1,1981,2005-02-01,"08:34",2005-02-04,2005-02-04,2005-02-04,912.48,0,912.48,882.48,0,882.48,141,0,141,64,0,64
1324495,724,1,1981,2005-02-01,"08:37",2005-02-01,2005-02-01,2005-02-01,3639.14,134.4,3773.54,3486.44,134,3620.44,713,19,732,121,9,122
1324498,276,1,1949,2005-02-01,"08:39",2005-02-04,2005-02-05,2005-02-05,13454.02,27399.11,40853.13,9876.95,22387.99,32264.94,2979,4140,7119,344,315,395
1324502,724,1,1975,2005-02-01,"08:41",2005-03-15,2005-03-15,2005-03-15,101.75,0,101.75,41.75,0,41.75,16,0,16,11,0,11
1324503,300,1,1973,2005-02-01,"08:42",2005-02-02,2005-02-02,2005-02-02,6311.67,21469.72,27781.39,3437.56,20603.33,24040.89,632,669,1301,76,60,78
1324504,276,1,1983,2005-02-01,"08:42",2005-02-04,2005-02-04,2005-02-04,187.82,0,187.82,175.82,0,175.82,63,0,63,30,0,30
1324505,276,1,1983,2005-02-01,"08:42",2005-02-04,2005-02-04,2005-02-04,18.8,0,18.8,8.8,0,8.8,9,0,9,4,0,4
1324507,276,1,1975,2005-02-01,"08:46",2005-02-03,2005-02-03,2005-02-03,468.35,301.5,769.85,240.85,241,481.85,56,19,75,32,8,38
1324508,616,1,1985,2005-02-01,"08:46",2005-02-01,2005-02-03,2005-02-03,229.52,99.75,329.27,141.75,133.22,274.97,8,2,10,6,2,7
1324509,208,1,1985,2005-02-01,"08:47",2005-02-01,2005-02-01,2005-02-01,635.9262,74.7644,710.6906,562.3258,5.1943,567.5201,44,7,51,20,2,20
1324510,276,1,1968,2005-02-01,"08:48",2005-02-01,2005-02-01,2005-02-01,2614.98,0,2614.98,2659.98,0,2659.98,205,0,205,150,0,150
1324512,276,1,1969,2005-02-01,"08:49",2005-02-04,2005-02-16,2005-02-16,916.95,887.41,1804.36,802.17,877.69,1679.86,118,80,198,50,18,61
1324514,616,1,1985,2005-02-01,"08:53",2005-12-14,2005-12-14,2005-12-14,119.1823,17.4519,136.6342,99.0619,20.2064,119.2683,95,22,117,36,7,37
1324517,276,1,1967,2005-02-01,"08:56",2005-02-03,2005-02-03,2005-02-03,40,0,40,41,0,41,10,0,10,3,0,3
1324519,276,1,1970,2005-02-01,"08:57",2005-02-01,2005-02-01,2005-02-01,1148.89,0,1148.89,925.89,0,925.89,118,0,118,48,0,48
1324521,276,1,1969,2005-02-01,"08:57",2005-02-01,2005-02-01,2005-02-01,333.69,0,333.69,341.64,0,341.64,118,0,118,23,0,23
1324523,40,1,1977,2005-02-01,"08:59",2005-02-01,2005-02-01,2005-02-01,40,0,40,10,0,10,4,0,4,3,0,3
1324524,276,1,1974,2005-02-01,"08:59",2005-02-03,2005-02-03,2005-02-03,281.03,0,281.03,74.03,0,74.03,70,0,70,26,0,26
1324525,276,1,1967,2005-02-01,"09:03",2005-02-03,2005-03-01,2005-03-01,41.75,0,41.75,6.75,0,6.75,20,0,20,2,0,2
1324526,276,1,1965,2005-02-01,"09:03",2005-02-04,2005-02-04,2005-02-04,195.28,44,239.28,39.28,0,39.28,132,17,149,16,6,16
1324527,376,1,1980,2005-02-01,"09:05",2005-02-01,2005-02-01,2005-02-01,601.2889,0,601.2889,523.1525,0,523.1525,350,0,350,32,0,32
1324528,792,1,1981,2005-02-01,"09:09",2005-12-05,2005-12-05,2005-12-05,396.7727,88.4933,485.266,245.1031,91.4997,336.6028,162,38,200,24,9,26
1324529,276,1,1965,2005-02-01,"09:09",2005-02-03,2005-02-03,2005-02-03,2292.31,253.09,2545.4,1867.4,201.5,2068.9,596,72,668,165,36,170
1324533,40,1,1975,2005-02-01,"09:13",2005-02-01,2005-02-01,2005-02-01,589.04,18.64,607.68,427.9,11,438.9,488,13,501,149,10,150
1324535,276,1,1964,2005-02-01,"09:13",2005-04-23,2005-04-25,2005-04-25,975.43,0,975.43,927.83,0,927.83,200,0,200,62,0,62
1324537,250,1,1966,2005-02-01,"09:15",2005-02-01,2005-02-01,2005-02-01,48.5,0,48.5,37,0,37,7,0,7,4,0,4
1324539,276,1,1967,2005-02-01,"09:16",2005-02-03,2005-02-07,2005-02-07,688.2,0,688.2,663.2,0,663.2,152,0,152,36,0,36
1324543,724,1,1980,2005-02-01,"09:18",2005-02-03,2005-02-03,2005-02-03,225.137,127.8,352.937,156.32,136.72,293.04,140,92,232,24,16,25
1324544,276,1,1960,2005-02-01,"09:19",2005-02-01,2005-02-01,2005-02-01,40,0,40,0,0,0,3,0,3,3,0,3
1324545,276,1,1959,2005-02-01,"09:19",2005-02-04,2005-02-04,2005-02-04,754.54,0.69,755.23,604.53,0.7,605.23,1379,1,1380,99,1,99
1324546,276,1,1983,2005-02-01,"09:19",2005-02-08,2005-02-08,2005-02-08,168.73,561.41,730.14,158.47,473.77,632.24,28,112,140,11,13,15
1324549,300,1,1977,2005-02-01,"09:22",2005-06-08,2005-06-08,2005-06-08,83.2,119,202.2,21.87,120.36,142.23,42,37,79,6,6,7
1324550,300,1,1977,2005-02-01,"09:23",2005-02-01,2005-02-01,2005-02-01,3616.99,143.77,3760.76,3737.79,125.97,3863.76,247,18,265,115,10,116
1324551,40,1,1958,2005-02-01,"09:23",2005-02-04,2005-02-04,2005-02-04,27,0,27,29.09,0,29.09,23,0,23,22,0,22
1324553,276,1,1985,2005-02-01,"09:25",2005-02-01,2005-02-02,2005-02-02,212,13,225,20.5,17.5,38,27,2,29,16,2,18
1324554,276,0,1979,2005-02-01,"09:25",2005-02-03,2005-02-04,2005-02-04,75.67,16.42,92.09,45.44,11.65,57.09,16,3,19,4,3,6
1324555,756,1,1942,2005-02-01,"09:29",2005-02-01,2005-02-01,2005-02-01,577.4747,0,577.4747,332.5043,0,332.5043,56,0,56,30,0,30
1324556,276,1,1979,2005-02-01,"09:30",2005-02-01,2005-02-01,2005-02-01,83.32,0,83.32,53.32,0,53.32,5,0,5,5,0,5
1324557,276,1,1979,2005-02-01,"09:30",2005-02-17,2005-02-11,2005-02-11,1111.85,3747.36,4859.21,1174.12,3475.2,4649.32,79,169,248,48,29,71
1324559,276,0,1969,2005-02-01,"09:32",2005-02-04,2005-02-05,2005-02-05,534.47,5,539.47,437.97,0,437.97,118,1,119,70,1,70
1324560,250,1,1973,2005-02-01,"09:32",2005-02-01,2005-02-01,2005-02-01,73954.4186,75517.8802,149472.2988,57753.919998,63462.56,121216.479998,7339,2495,9834,472,383,498
1324563,276,1,1976,2005-02-01,"09:35",2005-02-03,2005-02-03,2005-02-03,20,0,20,0,0,0,4,0,4,4,0,4
1324568,276,1,1985,2005-02-01,"09:38",2005-03-18,2005-03-19,2005-03-19,33.5,250.81,284.31,25.51,233.1,258.61,54,187,241,15,32,43
1324571,276,1,1972,2005-02-01,"09:40",2005-02-03,2005-02-03,2005-02-03,1689.8091,848.47,2538.2791,1505.959999,653.53,2159.489999,1890,71,1961,87,19,94
1324572,724,1,1968,2005-02-01,"09:41",2005-02-01,2005-02-01,2005-02-01,417.27,0,417.27,462.53,0,462.53,34,0,34,11,0,11
1324573,616,1,1983,2005-02-01,"09:41",2005-02-08,2005-02-08,2005-02-08,1248.7449,1367.7987,2616.5436,1160.6609,1256.1413,2416.8022,594,639,1233,249,152,265
1324574,616,1,1983,2005-02-01,"09:43",2005-02-04,2005-02-04,2005-02-04,349.028,17.4193,366.4473,315.5576,15.8761,331.4337,311,11,322,59,4,60
1324576,276,1,1985,2005-02-01,"09:44",2005-02-04,2005-02-05,2005-02-05,140.23,30,170.23,27.23,23,50.23,21,2,23,7,1,7
1324577,276,0,1984,2005-02-01,"09:45",2005-02-04,2005-02-04,2005-02-04,1018.4095,0,1018.4095,1130.66,0,1130.66,231,0,231,63,0,63
1324578,276,1,1976,2005-02-01,"09:45",2005-02-11,2005-02-11,2005-02-11,30.77,18.4,49.17,7.32,1.85,9.17,23,12,35,8,3,10
1324579,276,1,1965,2005-02-01,"09:46",2005-02-01,2005-02-01,2005-02-01,2460.9,0,2460.9,2583.4,0,2583.4,195,0,195,75,0,75
1324581,276,1,1980,2005-02-01,"09:47",2005-02-11,2005-02-20,2005-02-20,390.56,185.69,576.25,212.84,104.41,317.25,111,58,169,32,16,34
1324582,705,1,1984,2005-02-01,"09:47",2005-11-25,2005-11-25,2005-11-25,183.39,495.97,679.36,138.35,457.77,596.12,108,375,483,52,40,67
1324583,208,0,1968,2005-02-01,"09:48",2005-02-01,2005-02-01,2005-02-01,6.7201,0,6.7201,0,0,0,1,0,1,1,0,1
1324584,826,1,1985,2005-02-01,"09:48",2005-02-01,2005-02-01,2005-02-01,146.518,0,146.518,102.9529,0,102.9529,9,0,9,4,0,4
1324585,208,1,1982,2005-02-01,"09:48",2005-02-01,2005-02-01,2005-02-01,299.6462,0,299.6462,158.651,0,158.651,22,0,22,11,0,11
1324586,300,1,1976,2005-02-01,"09:49",2005-02-01,2005-02-01,2005-02-01,1365.69,114.4,1480.09,1103.36,94.73,1198.09,121,8,129,21,5,22
1324591,792,1,1986,2005-02-01,"09:55",2005-02-02,2005-02-02,2005-02-02,0.7506,4.1045,4.8551,0,3.1972,3.1972,1,8,9,1,6,7
1324592,276,1,1979,2005-02-01,"09:55",2005-02-04,2005-02-04,2005-02-04,232.41,538.84,771.25,252.02,496.29,748.31,34,115,149,25,36,54
1324594,276,1,1974,2005-02-01,"09:56",2005-02-03,2005-02-03,2005-02-03,325.56,0,325.56,235.56,0,235.56,245,0,245,39,0,39
1324596,276,1,1980,2005-02-01,"09:57",2005-02-04,2005-02-10,2005-02-10,87.44,11,98.44,76.74,14.29,91.03,30,4,34,10,3,12
1324598,276,1,1983,2005-02-01,"09:58",2005-10-29,2005-10-29,2005-10-29,25,0,25,0,0,0,17,0,17,9,0,9
1324599,276,1,1982,2005-02-01,"09:58",2005-02-03,2005-02-05,2005-02-05,29.88,26.43,56.31,46.81,29.55,76.36,18,21,39,7,6,10
1324600,276,0,1986,2005-02-01,"09:59",2006-06-07,2006-06-03,2006-06-03,0,15.99,15.99,0,13.99,13.99,0,4,4,0,2,2
1324602,208,1,1978,2005-02-01,"10:01",2005-02-01,2005-02-01,2005-02-19,20.1602,0,20.1602,0,0,0,1,0,1,1,0,1
1324604,276,1,1985,2005-02-01,"10:02",2005-02-03,2005-02-03,2005-02-03,93,0,93,124.61,0,124.61,70,0,70,36,0,36
1324605,276,1,1971,2005-02-01,"10:02",2005-02-01,2005-02-01,2005-02-01,1119.55,26,1145.55,591.55,0,591.55,83,3,86,26,3,26
1324607,792,0,1978,2005-02-01,"10:05",2005-02-02,2005-02-02,2005-02-02,380093.9694,24186.3808,404280.3502,420949.2507,21641.3287,442590.5794,579,72,651,104,21,104
1324608,300,1,1973,2005-02-01,"10:06",2005-02-01,2005-02-01,2005-02-01,30,0,30,0,0,0,2,0,2,1,0,1
1324609,276,1,1971,2005-02-01,"10:07",2005-02-04,2005-02-04,2005-02-04,781.9,375.36,1157.26,756.56,397.64,1154.2,385,48,433,133,35,145
1324611,380,1,1967,2005-02-01,"10:07",2006-07-14,2006-07-14,2006-07-14,77,43,120,111.44,0,111.44,27,16,43,5,5,6
1324615,276,1,1987,2005-02-01,"10:09",2005-02-05,2005-02-05,2005-02-05,164.23,9.4,173.63,184.74,1.9,186.64,73,5,78,21,3,21
1324616,724,1,1981,2005-02-01,"10:10",2005-02-03,2005-02-03,2005-02-03,1185.97,3,1188.97,1099.77,0,1099.77,94,2,96,54,2,55
1324617,752,1,1983,2005-02-01,"10:10",2005-02-01,2005-02-01,2005-02-01,338.9598,0,338.9598,338.6852,0,338.6852,114,0,114,30,0,30
1324619,250,1,1972,2005-02-01,"10:10",2005-02-15,2005-02-15,2005-02-15,1557.69,308.94,1866.63,1416.98,274.4,1691.38,350,114,464,87,25,92
1324622,276,1,1982,2005-02-01,"10:11",2005-02-07,2005-02-07,2005-02-07,1541.93,322.1,1864.03,1338.79,347.24,1686.03,669,385,1054,205,59,216
1324624,40,1,1972,2005-02-01,"10:13",2005-02-04,2005-02-05,2005-02-05,91.08,43,134.08,105.14,33.88,139.02,138,56,194,30,11,30
1324625,40,1,1972,2005-02-01,"10:14",2005-02-05,2005-02-05,2005-02-05,343.45,0,343.45,350.55,0,350.55,50,0,50,12,0,12
1324629,276,1,1979,2005-02-01,"10:16",2005-02-08,2005-02-08,2005-02-08,608.26,1528.15,2136.41,761.42,1336.99,2098.41,27,187,214,18,21,29
1324631,276,1,1983,2005-02-01,"10:17",2005-02-05,2005-02-05,2005-02-05,296.68,2630.1,2926.78,270,2619.08,2889.08,406,333,739,21,20,34
1324632,705,1,1974,2005-02-01,"10:18",2005-02-01,2005-02-01,2005-02-01,44.19,652.35,696.54,20.01,646.53,666.54,34,440,474,15,24,26
1324634,380,1,1977,2005-02-01,"10:18",2005-02-04,2005-02-04,2005-02-04,202.98,0,202.98,83.38,0,83.38,17,0,17,16,0,16
1324635,276,1,1950,2005-02-01,"10:19",2005-02-04,2005-02-04,2005-02-04,97,10,107,67,0,67,6,1,7,5,1,6
1324636,276,1,1977,2005-02-01,"10:20",2005-02-01,2005-02-01,2005-02-01,95,0,95,0,0,0,17,0,17,6,0,6
1324637,276,1,1984,2005-02-01,"10:21",2005-08-27,2005-08-27,2005-08-27,107.23,0,107.23,57.23,0,57.23,33,0,33,22,0,22
1324640,826,1,1980,2005-02-01,"10:23",2005-02-01,2005-02-01,2005-02-01,101.0757,0,101.0757,101.0757,0,101.0757,2,0,2,1,0,1
1324641,276,1,1965,2005-02-01,"10:23",2005-02-03,2005-02-03,2005-02-03,64.85,0,64.85,46.85,0,46.85,91,0,91,19,0,19
1324642,724,1,1970,2005-02-01,"10:24",2005-02-08,2005-02-08,2005-02-08,2385.98,22,2407.98,2347.8,19.04,2366.84,550,9,559,133,4,133
1324643,276,1,1958,2005-02-01,"10:24",2005-02-08,2005-02-09,2005-02-09,178.25,175.58,353.83,158.12,160.71,318.83,86,95,181,49,21,58
1324644,300,1,1974,2005-02-01,"10:24",2005-02-01,2005-02-01,2005-02-01,42130.6179,3289.33,45419.9479,36328.379999,3167.86,39496.239999,8754,381,9135,486,133,493
1324649,276,1,1986,2005-02-01,"10:28",2005-02-04,2005-02-04,2005-02-04,796.61,333.63,1130.24,766.21,254.03,1020.24,205,182,387,116,47,137
1324652,276,0,1970,2005-02-01,"10:28",2005-02-03,2005-02-04,2005-02-04,733.56,21,754.56,602.36,12.2,614.56,190,11,201,65,5,66
1324656,276,1,1966,2005-02-01,"10:30",2005-05-25,2005-05-25,2005-05-25,2383.6,22114.5,24498.1,2434.73,21132.96,23567.69,264,1518,1782,125,213,255
1324657,276,1,1967,2005-02-01,"10:31",2005-02-03,2005-02-03,2005-02-03,1040.85,94.51,1135.36,941.379999,43.98,985.359999,916,58,974,55,19,56
1324662,792,1,1986,2005-02-01,"10:33",2005-02-01,2005-02-01,2005-02-01,1821.8217,18.5448,1840.3665,2088.1242,0,2088.1242,200,1,201,110,1,111
1324663,276,1,1982,2005-02-01,"10:37",2005-02-01,2005-02-01,2005-02-01,20264.0497,1646.93,21910.9797,18138.389999,1360.46,19498.849999,521,69,590,113,22,118
1324665,276,1,1966,2005-02-01,"10:38",2005-02-01,2005-02-01,2005-02-01,185,523.12,708.12,0,281.12,281.12,5,25,30,4,4,6
1324669,276,1,1972,2005-02-01,"10:39",2005-02-01,2005-02-01,2005-02-01,237.08,0,237.08,197.08,0,197.08,285,0,285,47,0,47
